state,court_name,court_folder,year,case_id,case_folder,case_title,opinion_date,source_text_path,output_case_path,Case Number,Case Title,Court,Court Level,Courts Website,Date,Firm,Firm Address,Lawyer + Side,Metadata location (CSV file path),Opinion folder (PDF full path),State
Vermont,Vermont Environmental Division,environmental,2000,101-6-99,101-6-99,,02/16/2000,downloads/environmental/2000/101-6-99/99-101z.sjo.txt,environmental/2000/101-6-99,101-6-99,Appeal of Lovell,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,02/16/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/101-6-99/99-101z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,105-6-00 Vtec,105-6-00_Vtec,,12/07/2000,downloads/environmental/2000/105-6-00 Vtec/00-105z.sjo.txt,environmental/2000/105-6-00_Vtec,105-6-00 Vtec,Appeal of Dubuque,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,12/07/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/105-6-00 Vtec/00-105z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,106-7-99 Vtec,106-7-99_Vtec,,05/10/2000,downloads/environmental/2000/106-7-99 Vtec/99-106z.dec.txt,environmental/2000/106-7-99_Vtec,106-7-99 Vtec,Town of St. Albans v Deso,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,05/10/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/106-7-99 Vtec/99-106z.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,107-7-99 Vtec,107-7-99_Vtec,,05/05/2000,downloads/environmental/2000/107-7-99 Vtec/99-107za.sjo.txt,environmental/2000/107-7-99_Vtec,107-7-99 Vtec,"Village of Essex Junction v Hauk Bldg Supply, Inc.",Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,05/05/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/107-7-99 Vtec/99-107za.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,107-7-99 Vtec,107-7-99_Vtec__2000_05_05,,05/05/2000,downloads/environmental/2000/107-7-99 Vtec/ecrt107799do.txt,environmental/2000/107-7-99_Vtec__2000_05_05,107-7-99 Vtec,"Village of Essex Junc. v. Hauke Building Supply, Inc. and In re: Appeals of Brooks Pharmacy",Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,05/05/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/107-7-99 Vtec/ecrt107799do.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,109-7-99 Vtec,109-7-99_Vtec,,07/14/2000,downloads/environmental/2000/109-7-99 Vtec/99-109z.dec.txt,environmental/2000/109-7-99_Vtec,109-7-99 Vtec,Town of St. Albans v McCracken,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,07/14/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/109-7-99 Vtec/99-109z.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,114-6-00 Vtec,114-6-00_Vtec,,09/25/2000,downloads/environmental/2000/114-6-00 Vtec/00-114za.mot.txt,environmental/2000/114-6-00_Vtec,114-6-00 Vtec,Appeal of Trickett,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,09/25/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/114-6-00 Vtec/00-114za.mot.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,121-6-00 Vtec,121-6-00_Vtec,,12/18/2000,downloads/environmental/2000/121-6-00 Vtec/00-121zc.mot.txt,environmental/2000/121-6-00_Vtec,121-6-00 Vtec,Appeal of Kernan,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,12/18/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/121-6-00 Vtec/00-121zc.mot.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,121-6-00 Vtec,121-6-00_Vtec__2000_12_04,,12/04/2000,downloads/environmental/2000/121-6-00 Vtec/00-121za.dis.txt,environmental/2000/121-6-00_Vtec__2000_12_04,121-6-00 Vtec,Appeal of Kernan,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,12/04/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/121-6-00 Vtec/00-121za.dis.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,121-7-99 Vtec,121-7-99_Vtec,,07/18/2000,downloads/environmental/2000/121-7-99 Vtec/99-121z.sjo.txt,environmental/2000/121-7-99_Vtec,121-7-99 Vtec,Appeal of Hamblin,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,07/18/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/121-7-99 Vtec/99-121z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,124-7-99 Vtec,124-7-99_Vtec,,07/24/2000,downloads/environmental/2000/124-7-99 Vtec/99-124zb.mot.txt,environmental/2000/124-7-99_Vtec,124-7-99 Vtec,Appeals of Middlebury College & KW Middlebury LLC,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,07/24/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/124-7-99 Vtec/99-124zb.mot.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,124-7-99 Vtec,124-7-99_Vtec__2000_05_15,,05/15/2000,downloads/environmental/2000/124-7-99 Vtec/99-124za.sjo.txt,environmental/2000/124-7-99_Vtec__2000_05_15,124-7-99 Vtec,Appeals of Middlebury College & KW Middlebury LLC,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,05/15/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/124-7-99 Vtec/99-124za.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,128-7-99 Vtec,128-7-99_Vtec,,02/04/2000,downloads/environmental/2000/128-7-99 Vtec/99-128z.sjo.txt,environmental/2000/128-7-99_Vtec,128-7-99 Vtec,"Appeal of Krawczyk, et al",Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,02/04/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/128-7-99 Vtec/99-128z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,131-7-98 Vtec,131-7-98_Vtec,,10/06/2000,downloads/environmental/2000/131-7-98 Vtec/98-131.dec.txt,environmental/2000/131-7-98_Vtec,131-7-98 Vtec,ANR v Allen,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,10/06/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/131-7-98 Vtec/98-131.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,133-6-00 Vtec,133-6-00_Vtec,,12/20/2000,downloads/environmental/2000/133-6-00 Vtec/00-133z.sjo.txt,environmental/2000/133-6-00_Vtec,133-6-00 Vtec,Appeal of Reed,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,12/20/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/133-6-00 Vtec/00-133z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,137-8-99 Vtec,137-8-99_Vtec,,09/11/2000,downloads/environmental/2000/137-8-99 Vtec/99-137z.sjo.txt,environmental/2000/137-8-99_Vtec,137-8-99 Vtec,Appeal of Windjammer Hospitality Group,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,09/11/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/137-8-99 Vtec/99-137z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,14-1-00 Vtec,14-1-00_Vtec,,09/18/2000,downloads/environmental/2000/14-1-00 Vtec/00-014z.dec.txt,environmental/2000/14-1-00_Vtec,14-1-00 Vtec,Appeal of Brooks,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,09/18/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/14-1-00 Vtec/00-014z.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,141-6-00 Vtec,141-6-00_Vtec,,12/26/2000,downloads/environmental/2000/141-6-00 Vtec/00-141z.mot.txt,environmental/2000/141-6-00_Vtec,141-6-00 Vtec,Appeal of Nott,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,12/26/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/141-6-00 Vtec/00-141z.mot.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,141-8-99 Vtec,141-8-99_Vtec,,03/01/2000,downloads/environmental/2000/141-8-99 Vtec/99-141z.sjo.txt,environmental/2000/141-8-99_Vtec,141-8-99 Vtec,Appeal of Gagnon,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,03/01/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/141-8-99 Vtec/99-141z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,142-8-99 Vtec,142-8-99_Vtec,,02/15/2000,downloads/environmental/2000/142-8-99 Vtec/99-142z.dec.txt,environmental/2000/142-8-99_Vtec,142-8-99 Vtec,Appeal of Singer,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,02/15/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/142-8-99 Vtec/99-142z.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,144-8-99 Vtec,144-8-99_Vtec,,09/22/2000,downloads/environmental/2000/144-8-99 Vtec/99-144z.dec.txt,environmental/2000/144-8-99_Vtec,144-8-99 Vtec,Appeals of Shantee Point Estates,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,09/22/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/144-8-99 Vtec/99-144z.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,145-7-98 Vtec,145-7-98_Vtec,,07/24/2000,downloads/environmental/2000/145-7-98 Vtec/98-145zb.eo.txt,environmental/2000/145-7-98_Vtec,145-7-98 Vtec,Appeals of Morse,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,07/24/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/145-7-98 Vtec/98-145zb.eo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,148-8-99 Vtec,148-8-99_Vtec,,04/24/2000,downloads/environmental/2000/148-8-99 Vtec/99-148zb.rcn.txt,environmental/2000/148-8-99_Vtec,148-8-99 Vtec,Appeal of Miner,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,04/24/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/148-8-99 Vtec/99-148zb.rcn.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,149-8-99 Vtec,149-8-99_Vtec,,04/06/2000,downloads/environmental/2000/149-8-99 Vtec/99-149z.sjo.txt,environmental/2000/149-8-99_Vtec,149-8-99 Vtec,Appeal of Parmenter,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,04/06/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/149-8-99 Vtec/99-149z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,150-8-99 Vtec,150-8-99_Vtec,,01/25/2000,downloads/environmental/2000/150-8-99 Vtec/99-150z.sjo.txt,environmental/2000/150-8-99_Vtec,150-8-99 Vtec,Appeal of Cubb Properties,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,01/25/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/150-8-99 Vtec/99-150z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,152-8-99 Vtec,152-8-99_Vtec,,01/17/2000,downloads/environmental/2000/152-8-99 Vtec/99-152z.sjo.txt,environmental/2000/152-8-99_Vtec,152-8-99 Vtec,"Appeal of Shantee Point Estates, Inc.",Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,01/17/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/152-8-99 Vtec/99-152z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,153-8-99 Vtec,153-8-99_Vtec,,05/29/2000,downloads/environmental/2000/153-8-99 Vtec/99-159z.sjo.txt,environmental/2000/153-8-99_Vtec,153-8-99 Vtec,Appeal of Larkin,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,05/29/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/153-8-99 Vtec/99-159z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,153-8-99 Vtec,153-8-99_Vtec__2000_05_23,,05/23/2000,downloads/environmental/2000/153-8-99 Vtec/99-153z.sjo.txt,environmental/2000/153-8-99_Vtec__2000_05_23,153-8-99 Vtec,Appeal of Stevens,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,05/23/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/153-8-99 Vtec/99-153z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,155-8-98 Vtec,155-8-98_Vtec,,10/25/2000,downloads/environmental/2000/155-8-98 Vtec/98-155c.mot.txt,environmental/2000/155-8-98_Vtec,155-8-98 Vtec,"Appeal of Vt Egg Farms, Inc.",Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,10/25/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/155-8-98 Vtec/98-155c.mot.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,157-7-00 Vtec,157-7-00_Vtec,,12/13/2000,downloads/environmental/2000/157-7-00 Vtec/00-157z.sjo.txt,environmental/2000/157-7-00_Vtec,157-7-00 Vtec,Appeal of Town of Essex,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,12/13/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/157-7-00 Vtec/00-157z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,16-1-99 Vtec,16-1-99_Vtec,,02/18/2000,downloads/environmental/2000/16-1-99 Vtec/99-016z.sjo.txt,environmental/2000/16-1-99_Vtec,16-1-99 Vtec,Appeal of Wendell,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,02/18/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/16-1-99 Vtec/99-016z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,161-9-99 Vtec,161-9-99_Vtec,,09/13/2000,downloads/environmental/2000/161-9-99 Vtec/99-161z.sjo.txt,environmental/2000/161-9-99_Vtec,161-9-99 Vtec,Appeal of Bachelder,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,09/13/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/161-9-99 Vtec/99-161z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,165-9-98 Vtec,165-9-98_Vtec,,03/29/2000,downloads/environmental/2000/165-9-98 Vtec/98-165z.dec.txt,environmental/2000/165-9-98_Vtec,165-9-98 Vtec,Appeal of Jericho Ctr. Citizens,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,03/29/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/165-9-98 Vtec/98-165z.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,165-9-99 Vtec,165-9-99_Vtec,,03/29/2000,downloads/environmental/2000/165-9-99 Vtec/99-165z.dis.txt,environmental/2000/165-9-99_Vtec,165-9-99 Vtec,Appeal of Jackson,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,03/29/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/165-9-99 Vtec/99-165z.dis.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,166-9-98 Vtec,166-9-98_Vtec,,10/04/2000,downloads/environmental/2000/166-9-98 Vtec/98-166z.dec.txt,environmental/2000/166-9-98_Vtec,166-9-98 Vtec,Appeal of Offray,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,10/04/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/166-9-98 Vtec/98-166z.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,167-5-97,167-5-97,,10/03/2000,downloads/environmental/2000/167-5-97/97-167z.dec.txt,environmental/2000/167-5-97,167-5-97,Appeal of Halnon,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,10/03/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/167-5-97/97-167z.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,170-9-99 Vtec,170-9-99_Vtec,,06/12/2000,downloads/environmental/2000/170-9-99 Vtec/99-170zb.rcn.txt,environmental/2000/170-9-99_Vtec,170-9-99 Vtec,"Appeal of Wilson, et al",Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,06/12/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/170-9-99 Vtec/99-170zb.rcn.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,170-9-99 Vtec,170-9-99_Vtec__2000_05_03,,05/03/2000,downloads/environmental/2000/170-9-99 Vtec/99-170z.dec.txt,environmental/2000/170-9-99_Vtec__2000_05_03,170-9-99 Vtec,"Appeal of Wilson, et al",Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,05/03/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/170-9-99 Vtec/99-170z.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,172-9-99 Vtec,172-9-99_Vtec,,04/04/2000,downloads/environmental/2000/172-9-99 Vtec/99-172z.sjo.txt,environmental/2000/172-9-99_Vtec,172-9-99 Vtec,Appeal of Friends of Curtis Pond,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,04/04/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/172-9-99 Vtec/99-172z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,173-9-98 Vtec,173-9-98_Vtec,,07/24/2000,downloads/environmental/2000/173-9-98 Vtec/98-173z.dec.txt,environmental/2000/173-9-98_Vtec,173-9-98 Vtec,"Appeals of Guilding, et al",Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,07/24/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/173-9-98 Vtec/98-173z.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,173-9-99 Vtec,173-9-99_Vtec,,04/05/2000,downloads/environmental/2000/173-9-99 Vtec/99-173z.sjo.txt,environmental/2000/173-9-99_Vtec,173-9-99 Vtec,"Appeal of Murray, et al",Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,04/05/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/173-9-99 Vtec/99-173z.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,174-8-00 Vtec,174-8-00_Vtec,,09/20/2000,downloads/environmental/2000/174-8-00 Vtec/00-174za.mot.txt,environmental/2000/174-8-00_Vtec,174-8-00 Vtec,Appeal of Morse,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,09/20/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/174-8-00 Vtec/00-174za.mot.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,178-11-97 Vtec,178-11-97_Vtec,,05/15/2000,downloads/environmental/2000/178-11-97 Vtec/97-178trneo.txt,environmental/2000/178-11-97_Vtec,178-11-97 Vtec,ANR v McLain Logging,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,05/15/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/178-11-97 Vtec/97-178trneo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,179-10-99 Vtec,179-10-99_Vtec,,11/27/2000,downloads/environmental/2000/179-10-99 Vtec/99-179za.Gilberg.sjo.txt,environmental/2000/179-10-99_Vtec,179-10-99 Vtec,"Appeal of Gilberg, et al",Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,11/27/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/179-10-99 Vtec/99-179za.Gilberg.sjo.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,180-10-98 Vtec,180-10-98_Vtec,,02/23/2000,downloads/environmental/2000/180-10-98 Vtec/98-180z.dec.txt,environmental/2000/180-10-98_Vtec,180-10-98 Vtec,Appeal of Harrison,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,02/23/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/180-10-98 Vtec/98-180z.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,181-11-97 Vtec,181-11-97_Vtec,,07/18/2000,downloads/environmental/2000/181-11-97 Vtec/97-181z.dec.txt,environmental/2000/181-11-97_Vtec,181-11-97 Vtec,Appeal of Marcelino,Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,07/18/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/181-11-97 Vtec/97-181z.dec.pdf,Vermont
Vermont,Vermont Environmental Division,environmental,2000,183-11-97 Vtec,183-11-97_Vtec,,03/29/2000,downloads/environmental/2000/183-11-97 Vtec/97-183ze.dsc.txt,environmental/2000/183-11-97_Vtec,183-11-97 Vtec,"Appeal of Sparkman, et al",Environmental,Environmental,https://www.vermontjudiciary.org/opinions-decisions,03/29/2000,N/A,N/A,N/A,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/CSV/case.csv,C:/Users/TRENDING PC/LegalAI-Scraper/vermont/downloads/environmental/2000/183-11-97 Vtec/97-183ze.dsc.pdf,Vermont
